QuestionNo,TaskCount,AvgTransferTime,AvgAssignTime,AvgPickupResponseTime,AvgTransportTime,AvgPausingTime,Makespan,AvgEmptyDistance,AvgTotalDistance,SimulationRuntime
1,32,171.39375,0.0,67.33125,88.0625,1.38125,332.8,18014.26875,79285.559375,0.928281
