step,time_seconds,time_hours,F_I_abs_median,F_I_abs_p95,F_I_abs_maximum,F_C_abs_median,F_C_abs_p95,F_C_abs_maximum,F_sigma_abs_median,F_sigma_abs_p95,F_sigma_abs_maximum,F_D_abs_median,F_D_abs_p95,F_D_abs_maximum,F_W_abs_median,F_W_abs_p95,F_W_abs_maximum,combined_missing_abs_median,combined_missing_abs_p95,combined_missing_abs_maximum,undirected_IC_abs_sum_median,undirected_IC_abs_sum_p95,undirected_IC_abs_sum_maximum,retained_abs_sum_median,retained_abs_sum_p95,retained_abs_sum_maximum,retained_net_abs_median,retained_net_abs_p95,retained_net_abs_maximum,r_IC_corrected_median,r_IC_corrected_p95,r_IC_corrected_maximum,r_Sigma_median,r_Sigma_p95,r_Sigma_maximum,r_net_corrected_median,r_net_corrected_p95,r_net_corrected_maximum,deprecated_FI_plus_FC_abs_median,deprecated_FI_plus_FC_abs_p95,deprecated_FI_plus_FC_abs_maximum,r_IC_deprecated_FI_plus_FC_median,r_IC_deprecated_FI_plus_FC_p95,r_IC_deprecated_FI_plus_FC_maximum,r_net_deprecated_FI_plus_FC_median,r_net_deprecated_FI_plus_FC_p95,r_net_deprecated_FI_plus_FC_maximum,active_center_count_median,active_center_count_p95,active_center_count_maximum
41,12300.0,3.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,4.9185478714932696e-05,0.035068617341208384,0.06308180715830711,0.06322892794945492,0.06348073663949531,0.06384540482803412,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649858789101648,0.12733609433933676,0.13001905536858474,2.4121191294154325e-09,4.063180511543707e-06,0.00026676381190785783,0.0,0.0,0.0,1.906653983074527e-08,3.8043101489565587e-05,0.003619823971509916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
42,12600.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.068888747231914e-05,0.03508686882565415,0.06316191304399625,0.06322701946257182,0.06347614447269641,0.06384700967398937,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649857833139921,0.12740212631106215,0.13048780340627775,1.380375503920937e-09,2.3894582503641493e-06,0.00012063705983621873,0.0,0.0,0.0,1.0870972245702063e-08,2.0252803359860323e-05,0.0015825336546332989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
43,12900.0,3.5833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,5.2048295303004435e-05,0.035083450180074464,0.06320640783018822,0.06322595946403659,0.06347637281705343,0.06384749061179157,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649866155901965,0.12741734185017067,0.13076844754731892,2.6507654724941533e-09,3.302470092980715e-06,4.42122721438672e-05,0.0,0.0,0.0,2.1063545610503344e-08,2.7335366572629935e-05,0.0006072471752442406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
44,13200.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,5.361899244278011e-05,0.03536223959086318,0.06321649715598576,0.06322531218927879,0.06347552830588506,0.06385347852023676,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649886706564667,0.12738913580693234,0.1309709622493732,2.593260812920543e-09,3.3626262358642334e-06,4.1918017316808e-05,0.0,0.0,0.0,2.049916287581708e-08,2.9027280402077088e-05,0.0005814294600064288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
45,13500.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.5058878658439105e-05,0.035445722432216484,0.06319190048582111,0.06322428036678213,0.06347335922151946,0.0638597959910803,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649869899306995,0.12740378035153624,0.1311024217891365,3.9718864503660036e-09,6.52502005730342e-06,0.00011962968272005757,0.0,0.0,0.0,3.145342224936795e-08,5.457307809047629e-05,0.0016184025378292873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
46,13800.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,5.6206110075272434e-05,0.035551887720748264,0.06319305323553996,0.06322333388102758,0.0634700225510345,0.0638663997089919,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264989040466136,0.1274107727628616,0.13108742086059083,2.3986003936076612e-09,2.1054920229908207e-06,0.000289032002629706,0.0,0.0,0.0,1.8959926810574898e-08,2.0520472727100232e-05,0.003016413210252148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
47,14100.0,3.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,5.791608153808171e-05,0.03567084970275044,0.0631201840233148,0.06322271292127643,0.0634676939268545,0.06387350258646568,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264986910766635,0.12747380088897217,0.1311366766923665,2.2774913014109805e-09,6.160931269305974e-06,0.00047349131273035413,0.0,0.0,0.0,1.800350926644802e-08,6.354068078972848e-05,0.004250636792229737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
48,14400.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9492853612779866e-05,0.03572971369212213,0.06314524618286627,0.06322192588355433,0.06346182421023763,0.0638798502635192,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649860541594335,0.12750536518827096,0.1309650984369085,1.0219222457583742e-09,6.264036021898668e-06,0.0002817870605103092,0.0,0.0,0.0,8.077748800930675e-09,5.645325072309515e-05,0.0027903202226364945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
49,14700.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0837223133109836e-05,0.035765309554506054,0.06333275422536801,0.06322200987102838,0.06345900741142348,0.06388761162956937,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264987445550918,0.12751984155017831,0.13094491473750702,1.1681738648739652e-09,2.504551623678457e-06,0.0001531381329842037,0.0,0.0,0.0,9.225223248140677e-09,2.39200357657221e-05,0.002297588627510479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
50,15000.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.237676554263314e-05,0.03578137986923577,0.0634442300966721,0.06321969744365899,0.06345666414511131,0.0638958245309504,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649847970380337,0.12754818058712583,0.13077947833846248,3.36854508532517e-09,4.0774723336247535e-06,0.00019328298104211077,0.0,0.0,0.0,2.672744509577044e-08,3.293115798313483e-05,0.0029633346561705512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
51,15300.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,6.412834402362913e-05,0.03591563612363293,0.06323597295904208,0.0632191014523541,0.06345437198552997,0.06390339442230651,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649853244100956,0.1275287647916853,0.13058507592434565,2.0838582630103414e-09,2.7407111017748837e-06,0.0005215889461785944,0.0,0.0,0.0,1.6471031661370766e-08,2.8027143983102206e-05,0.004305616713423909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
52,15600.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.542460052300249e-05,0.03711596817737899,0.0631220678469365,0.06321835372284851,0.06345065658052654,0.06390984107365821,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649859724194867,0.12753974488539205,0.13043661545594495,1.1952129682439198e-09,1.8034552769318632e-06,0.0006051321494082711,0.0,0.0,0.0,9.448934692426246e-09,1.7227177676059357e-05,0.005467747003658718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
53,15900.0,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.747957918914479e-05,0.03966651482164385,0.06304701477524763,0.06321712787815154,0.06344563506595992,0.0639150727198598,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.126498666506779,0.12759042535219067,0.13039848332621667,8.093549063403229e-11,2.5947256677376e-06,0.000296574190791778,0.0,0.0,0.0,6.395441897896046e-10,2.488119403623643e-05,0.0026266418711441025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
54,16200.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.831614120940304e-05,0.04190504939966489,0.06315038640463014,0.0632164548376935,0.06343617143285432,0.06391870306984712,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649875039009525,0.12762539553541177,0.1308345330867697,8.505167411908922e-10,4.461106649318616e-06,0.0004614227044199727,0.0,0.0,0.0,6.72316169279175e-09,4.333612439636104e-05,0.004920527848437841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
55,16500.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.9416348351127e-05,0.04501586097620408,0.06325980322030546,0.06321605747556455,0.06343390735212916,0.06391976847177103,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649891160250804,0.12766494421049654,0.13127109216411817,1.398203655297121e-09,4.819836804975768e-06,0.00043809253240041787,0.0,0.0,0.0,1.1044955373756358e-08,4.2734149889144764e-05,0.004743724559881842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
56,16800.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.053820544926823e-05,0.04709742830863689,0.0632754750102567,0.0632156580909238,0.06343123062171141,0.06391894515319967,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264992915589539,0.12775247613875634,0.13152151518725344,1.6666042796031831e-09,5.359570914368395e-06,0.0004825410507734491,0.0,0.0,0.0,1.3218748293321048e-08,4.3971610762411196e-05,0.006653647584112124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
57,17100.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,7.155639482601809e-05,0.04895310954063648,0.063212699085267,0.06321557857728488,0.06342980781188107,0.06391924263035602,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649919034121346,0.12776796220739933,0.13162151304634997,1.0768995399242562e-09,4.619448885123435e-06,0.0003847724801086967,0.0,0.0,0.0,8.65711512291175e-09,4.363192252305939e-05,0.005314229127686414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
58,17400.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.277906022254741e-05,0.05043140703871138,0.06321724688421505,0.06321546732783156,0.06342855662795877,0.06392676588065772,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649909235381385,0.12780392408280228,0.131974353074922,1.8541696121036201e-09,9.275527065557304e-06,0.00013503653225072998,0.0,0.0,0.0,1.465667144136608e-08,8.329176566659156e-05,0.0018758787506048852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
59,17700.0,4.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.489726504101395e-05,0.0515462690930363,0.06331168757422719,0.06321452622082134,0.06342748215639393,0.06393429010445426,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264990947790861,0.12780596174409867,0.1320760890419604,7.624584764062232e-09,1.0322736533713858e-05,0.0008184389717565347,0.0,0.0,0.0,6.02690622403203e-08,0.00010453925042287109,0.01145135894182842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
60,18000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.550920531902963e-05,0.052420683865285256,0.06332496950264316,0.06321320010752651,0.06342669198925274,0.06394203978431748,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649892545993516,0.12771414799605038,0.13196116345128428,2.6212195372924217e-09,6.77232415656734e-06,0.0013128107262823361,0.0,0.0,0.0,2.0564405306573598e-08,6.406686125683158e-05,0.018455291962559246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
61,18300.0,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.736896391915643e-05,0.053087574966216904,0.06322871105850016,0.06321165469909526,0.06341867356169788,0.06394970833138876,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649910769986678,0.12771464765665566,0.13218686768254184,4.732591375625848e-09,6.481566033236577e-06,0.0014002046799009805,0.0,0.0,0.0,3.740739125298763e-08,7.049625560157548e-05,0.019703362594067582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
62,18600.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.824627838879378e-05,0.05358595926819945,0.06322212668182449,0.06320815019502418,0.06340543671885814,0.06395691646252612,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264988723016856,0.127671498589353,0.13224179716859522,1.968030596372681e-09,8.3463564504981e-06,0.0010126725970781762,0.0,0.0,0.0,1.5410724913587886e-08,8.607971317238066e-05,0.014194510895769466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
63,18900.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,7.837161394744498e-05,0.05406568689989599,0.06322649420920723,0.06320533084539853,0.06339085370603212,0.06396321997416363,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649922081038265,0.12770636584555722,0.13210449173768235,6.769647000311654e-10,1.1332758934919093e-05,0.00042760815795743,0.0,0.0,0.0,5.350677454752283e-09,0.00010339225672365319,0.005958250087988365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
64,19200.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.141055551848269e-05,0.05451483797719306,0.06322259667018806,0.06320398444533984,0.06338082115742155,0.06396803174034016,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649936246208968,0.1277718654668692,0.13205189813462165,3.1462717105328335e-09,9.742024216968392e-06,0.0005314326321592864,0.0,0.0,0.0,2.4865196151564755e-08,9.097671959003538e-05,0.004387476124912594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
65,19500.0,5.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.461985809201479e-05,0.0565493365523462,0.06325093967947766,0.06320418707778366,0.06337756645961477,0.06397076629310387,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264996478859671,0.12778267019775866,0.13216167608699478,8.878436823497426e-10,6.782932497184666e-06,0.0004473478000337139,0.0,0.0,0.0,7.011036545294196e-09,7.500581179228599e-05,0.004116398591706689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
66,19800.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,8.409370016041479e-05,0.05866752454142172,0.06328744629244992,0.06320421904836215,0.06337049211979402,0.06397153926409493,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650012557563456,0.12779712094022283,0.1320618161058839,2.6145109123248896e-09,5.360988304363962e-06,0.00024423379135855237,0.0,0.0,0.0,2.066777082597407e-08,5.872091171341217e-05,0.0033782270328081244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
67,20100.0,5.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.52018934311791e-05,0.05905161212707174,0.06346298828008466,0.06319988233721828,0.06336959823818501,0.06397007450717163,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650029995222747,0.12782358539238542,0.13187429616097124,1.9818237317197626e-09,7.205312969496547e-06,0.00026678281417258587,0.0,0.0,0.0,1.5889638069501223e-08,6.94215130000483e-05,0.003077681657066685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
68,20400.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.509546399431522e-05,0.059199210990328925,0.0634291005752827,0.06319873977916071,0.06336887274780938,0.06396631658947578,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650036490419841,0.1278279835805756,0.13196352439296968,2.6265592993095807e-09,6.455204637284455e-06,0.00019207745066187427,0.0,0.0,0.0,2.0902366567549233e-08,5.759093253133215e-05,0.002269118872272873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
69,20700.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,8.658138849009681e-05,0.059392715986480216,0.0633905344180081,0.06319834322090676,0.06336435805999227,0.06396108277110835,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650001808346975,0.12798204291625653,0.13213268979644655,1.6208262751281614e-09,7.5269531154343004e-06,0.0004300099790096067,0.0,0.0,0.0,1.2694299114983883e-08,6.803704757517847e-05,0.003546872739949958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
70,21000.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.548708932946031e-05,0.05956456063826878,0.06340666998785717,0.06319635831056296,0.06335353050311808,0.06395456467482347,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649968906454864,0.1280080042460597,0.13230369399180833,2.425154817930808e-09,6.532248076284085e-06,0.0005147538499430025,0.0,0.0,0.0,1.9166378203407447e-08,7.305413912460091e-05,0.005351416675872115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
71,21300.0,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.67796075392181e-05,0.05974213980764088,0.06340601759199413,0.06319454997290139,0.0633430473823973,0.0639570347045183,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649952309214824,0.12805883459143308,0.13269239092847895,4.1224794677402666e-09,8.493894049955064e-06,0.0005846260655787104,0.0,0.0,0.0,3.244920279094464e-08,6.813402710839505e-05,0.005991171108403137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
72,21600.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.633739236800825e-05,0.05981293683432732,0.06338543190077574,0.06319289130651425,0.06332453501400864,0.06396241422469562,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649980234623054,0.1280678420557087,0.13294474743651818,1.1544034531000863e-09,6.6774692964907e-06,0.00038085636022537053,0.0,0.0,0.0,9.12375591350632e-09,5.346703225581116e-05,0.004148804045014941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
73,21900.0,6.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.56346355920738e-05,0.05988589300897411,0.0633520685036615,0.06319036551377083,0.06332276511467078,0.06396742691482254,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649985153611298,0.12808459581224627,0.133000949054285,2.1736522389746917e-09,5.694480345503071e-06,0.00028747439619426844,0.0,0.0,0.0,1.7168991227111937e-08,4.661929230022178e-05,0.0023808802326715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
74,22200.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.684823608566423e-05,0.05996924578898379,0.0633039617455385,0.06318794669111999,0.0633170997555281,0.06397160784712308,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649976489498108,0.12810744073451397,0.13288391780732034,1.3457789627293223e-09,5.281162386309751e-06,0.00015210448599560072,0.0,0.0,0.0,1.0631753364854935e-08,4.6750377288660625e-05,0.0012263369660413053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
75,22500.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,8.602183870496874e-05,0.06003580141082756,0.06335331139061727,0.0631854109994976,0.06331432910871791,0.06397413216102632,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649960454818698,0.12816633306636646,0.13310584490590352,1.483217226168005e-09,1.0789874097151257e-05,0.00020992661756817616,0.0,0.0,0.0,1.1834721323069593e-08,8.837536608352032e-05,0.001653934335724235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
76,22800.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.651070035869982e-05,0.06009869005048421,0.06341936968595635,0.06318614234704151,0.06330053570231008,0.06397415738937642,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649948003888783,0.12810386498581622,0.13339166138283323,1.9948401668454093e-09,1.715774500867319e-05,0.00031833522364102285,0.0,0.0,0.0,1.5845632947107822e-08,0.00015206678102974692,0.0025173142443038303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
77,23100.0,6.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.83310142164331e-05,0.06026414634705749,0.06332959028178217,0.0631831762336493,0.06330044461295763,0.06397107819563816,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12649972831769526,0.12820358262046436,0.1334674252389752,2.563094499038528e-09,1.8525218865480423e-05,0.00026001011627243013,0.0,0.0,0.0,2.0256262255720604e-08,0.0001580420844033404,0.0020479757154173205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
78,23400.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,9.019478659465914e-05,0.060358422452951074,0.06336750621594364,0.06318302784803603,0.06329660814245223,0.06396513828224311,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1264995258234372,0.12821609950513532,0.13334148065316742,2.040922147121329e-09,7.171985221174478e-06,0.00024785975462724975,0.0,0.0,0.0,1.612746900907187e-08,6.17048295155467e-05,0.002659580123782076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
79,23700.0,6.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.29162590690019e-05,0.060440716262968104,0.06336005555415436,0.06318088059586036,0.06329552900223046,0.06395616059803408,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650015516988047,0.1282186321548704,0.13311203008421063,1.805718309584751e-09,1.682032459764393e-05,0.00016844315732661,0.0,0.0,0.0,1.4349742212848601e-08,0.00014399538745737953,0.0018834757813099364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
80,24000.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.533958601185905e-05,0.06056639666920656,0.06335843124023732,0.06317825555495668,0.06329444903245775,0.06394504244149808,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650035784627195,0.12815738584115363,0.1333570063529091,4.2296671346044476e-10,2.6309207172218052e-05,0.00017575920460514416,0.0,0.0,0.0,3.3427411587268588e-09,0.00023956553743911184,0.0021964472868262024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
81,24300.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,9.553000367142796e-05,0.06071128670726094,0.06331618981769245,0.06317322298748218,0.0632918026056946,0.06393128676888941,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.1265004177327971,0.12807757263577552,0.13356612900551984,8.376401245046659e-10,1.8100482784515995e-05,0.0004143206803970524,0.0,0.0,0.0,6.639337949958472e-09,0.00018327220994505735,0.003264754453853166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
82,24600.0,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.693601063467461e-05,0.06077540327184115,0.0635049545128222,0.06317124975351623,0.06327419068984472,0.06392676215247119,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650042484938379,0.12809466981707715,0.13353441194321852,1.8508243325132618e-09,3.262544936804309e-05,0.0007934566671689509,0.0,0.0,0.0,1.4594352180944946e-08,0.0002772414132958789,0.006235607007662513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
83,24900.0,6.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.810286348796485e-05,0.06077845839291637,0.06327518799859415,0.06316946979257293,0.06325479239317952,0.06392617051856551,0.06324555320336758,0.06324555320336758,0.06324555320336758,0.0,0.0,0.0,0.0,0.0,0.0,0.12650034158254164,0.12808378313557506,0.13332975860464008,1.9820569237325665e-09,3.189097282476148e-05,0.0002797054148201273,0.0,0.0,0.0,1.5661252717843844e-08,0.00030143348876648837,0.0027184553408872497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0
