step,time_hours,attempt_index,stage,accepted,converged,message,failure_reason,preconditioner,outer_aitken_initial,coupling_iterations,picard_iterations,gmres_iterations,ice_residual,gmres_residual,coupling_residual,water_residual,helmholtz_residual,attempt_total_seconds,outer_coupling_seconds,coupling_overhead_seconds,ice_solve_seconds,matrix_assembly_seconds,preconditioner_build_seconds,gmres_seconds,ice_residual_evaluation_seconds,ocean_solve_seconds,thickness_transport_seconds,force_budget_seconds,postprocess_seconds,ilu_builds,ilu_reuses,ilu_rebuilds,preconditioner_fallbacks,initial_guess_strategy,initial_guess_fallback_reason,outer_acceleration,acceleration_fallbacks,acceleration_history_clears,acceleration_clear_reasons,cache_invalidation_reason,active_center_count_before,active_center_count_after,active_center_mask_changes,active_u_mask_changes,active_v_mask_changes
37,3.0833333333333335,1,standard,True,True,converged,,ilu,0.5,12,27,72,0.00011077390495344072,1.2108589415412095e-09,6.353515836687469e-06,3.0994778008915574e-09,2.3294851402127395e-14,0.9051429000101052,0.8947603999986313,0.007334400026593357,0.7890457000466995,0.39541310007916763,0.1363605999504216,0.03184819995658472,0.21296660002553836,0.09838029992533848,0.00015679997159168124,0.00935329997446388,0.00013650004984810948,19,8,7,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
38,3.1666666666666665,1,standard,True,True,converged,,ilu,0.5,16,36,95,0.0001696713561503299,2.1888135870901466e-09,8.080023151244011e-06,3.2282089270522264e-09,2.3937440998388048e-14,1.2082368999836035,1.1990265999920666,0.012277600239031017,1.052490999805741,0.5308245999040082,0.17995050002355129,0.04210389999207109,0.28259510005591437,0.1342579999472946,0.00012199999764561653,0.008260599977802485,8.769996929913759e-05,24,12,8,0,two_state_linear_predictor,,protected_anderson,6,5,coupling_residual_increased|anderson_step_guard|coupling_residual_increased|anderson_step_guard|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
39,3.25,1,standard,True,True,converged,,ilu,0.5,11,20,51,8.57754479709791e-05,1.2595264583792633e-09,7.778361641672767e-06,3.3497229530647956e-09,2.44509448644561e-14,0.6785613999818452,0.6658421999891289,0.009969400009140372,0.5686839999980293,0.2805736002046615,0.10556620004354045,0.02126730012241751,0.15080980001948774,0.08718879998195916,0.00015460001304745674,0.011555499979294837,0.00012039998546242714,15,5,4,0,two_state_linear_predictor,,protected_anderson,3,2,anderson_step_guard|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
40,3.3333333333333335,1,standard,True,True,converged,,ilu,0.5,14,25,65,0.00018371889251897678,1.4691837616616775e-09,7.496339532187557e-06,3.4458341043438798e-09,2.254477007108425e-14,0.8771152999834158,0.8672723000054248,0.011013900104444474,0.7440255999099463,0.38702040014322847,0.1282734001870267,0.02648639987455681,0.19068649999098852,0.11223279999103397,0.00016759999562054873,0.008704800042323768,8.589995559304953e-05,18,7,4,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
41,3.4166666666666665,1,standard,True,True,converged,,ilu,0.5,13,14,35,0.00016414635670152324,1.157695423281794e-09,8.495194071195094e-06,3.522648107436711e-09,2.288573776779857e-14,0.5511055000242777,0.5385047000017948,0.011365800106432289,0.4243058998254128,0.2067697000456974,0.08777269988786429,0.014717400015797466,0.10663750005187467,0.10283300006994978,0.00020049995509907603,0.011234100034926087,9.250000584870577e-05,13,1,0,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
42,3.5,1,standard,True,True,converged,,ilu,0.5,11,11,25,7.558719814300918e-05,1.3870031145250759e-09,3.4005817682392987e-06,3.592943996586524e-09,2.489536495583441e-14,0.4081084000063129,0.3971858999575488,0.007921699900180101,0.308008199906908,0.14323310018517077,0.06926679995376617,0.011265000037383288,0.0778369001345709,0.08125600015046075,0.00011790002463385463,0.009923000005073845,0.00020589999621734023,11,0,0,0,two_state_linear_predictor,,protected_anderson,1,0,,no_cache_phase1,800,800,0,0,0
43,3.5833333333333335,1,standard,True,True,converged,,ilu,0.5,10,10,24,3.8116633923367554e-05,1.595818990125105e-09,9.638238274778553e-06,3.6621530575271913e-09,2.463385388230932e-14,0.3903306000283919,0.38080089999129996,0.008413099974859506,0.29909240000415593,0.14962810004362836,0.06427709996933118,0.009548199945129454,0.06993890000740066,0.07329540001228452,0.00014249997911974788,0.008576099993661046,8.480000542476773e-05,10,0,0,0,two_state_linear_predictor,,protected_anderson,1,0,,no_cache_phase1,800,800,0,0,0
44,3.6666666666666665,1,standard,True,True,converged,,ilu,0.5,10,10,24,3.927310015584108e-05,9.72158794041869e-10,9.430490646415882e-06,3.729176338892753e-09,2.4314361802356428e-14,0.39546500000869855,0.3854538000305183,0.007801100087817758,0.3007319999160245,0.14095629996154457,0.06750559998909011,0.010644200025126338,0.07504050014540553,0.07692070002667606,0.00013399997260421515,0.009096399997361004,0.0001200000406242907,10,0,0,0,two_state_linear_predictor,,protected_anderson,1,0,,no_cache_phase1,800,800,0,0,0
45,3.75,1,standard,True,True,converged,,ilu,0.5,12,13,34,0.00010273970683253378,1.9315249046148777e-09,6.876129891167268e-06,3.790890701006413e-09,2.4138842821329434e-14,0.4830418999772519,0.47300220001488924,0.010460699908435345,0.37529719999292865,0.176305599801708,0.07759579987032339,0.015516600105911493,0.09881039999891073,0.08724430011352524,0.00012820004485547543,0.009010099980514497,8.939998224377632e-05,12,1,0,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
46,3.8333333333333335,1,standard,True,True,converged,,ilu,0.5,11,16,41,0.00016584567459410862,7.628033867716099e-10,7.811968506581215e-06,3.846851248153154e-09,2.4045716601604023e-14,0.6284446999779902,0.6186428000219166,0.010167599888518453,0.5111379001173191,0.25200500019127503,0.09697589988354594,0.020088800112716854,0.1325418998603709,0.0973373000160791,0.00012560002505779266,0.008908000017981976,9.060004958882928e-05,13,3,2,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
47,3.9166666666666665,1,standard,True,True,converged,,ilu,0.5,12,18,48,0.0003042686572970666,7.035892367127652e-10,9.5391378627221e-06,3.900706405277229e-09,2.4317384144176288e-14,0.6397335000219755,0.6297819000319578,0.00782419997267425,0.5294957000296563,0.2627648002235219,0.10829790000570938,0.020926399796735495,0.12877309985924512,0.09246200002962723,0.00026790000265464187,0.008715400006622076,8.700002217665315e-05,15,3,3,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
48,4.0,1,standard,True,True,converged,,ilu,0.5,14,20,52,0.0002033103517110257,1.1852638136562946e-09,8.066974357039547e-06,3.954894418951232e-09,2.341287502522683e-14,0.7304108000244014,0.7194622000097297,0.009293399925809354,0.5962406999897212,0.2877913000411354,0.11699560022680089,0.022087199904490262,0.15909140015719458,0.11392810009419918,0.0001941000227816403,0.010005399992223829,9.159999899566174e-05,17,3,3,0,two_state_linear_predictor,,protected_anderson,6,5,coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
49,4.083333333333333,1,standard,True,True,converged,,ilu,0.5,13,24,65,0.0001371259453008897,7.161034004011752e-10,8.8557682038339e-06,4.01336284000304e-09,2.4422851977167354e-14,0.8237230000086129,0.8139066000003368,0.009959200047887862,0.7057893999735825,0.35595599992666394,0.12857919983798638,0.02788820001296699,0.18133380002109334,0.09815799997886643,0.00012400001287460327,0.008922100008931011,9.290000889450312e-05,18,6,5,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
50,4.166666666666667,1,standard,True,True,converged,,ilu,0.5,8,20,58,0.0002075073974385447,2.299607169836242e-09,8.881244992269356e-06,4.0741861604315064e-09,2.310617228312527e-14,0.6606308000045829,0.6510484000318684,0.004737400216981769,0.5899949998129159,0.2994200000539422,0.09914169990224764,0.025317899766378105,0.15699920000042766,0.05631600000197068,0.00014159997226670384,0.008623500005342066,8.759996853768826e-05,13,7,5,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
51,4.25,1,standard,True,True,converged,,ilu,0.5,9,22,62,0.0002985829705998277,6.018093992699625e-10,6.295431532633397e-06,4.1316784366265544e-09,2.4046391705771318e-14,0.7151679999660701,0.7042406999971718,0.00582549994578585,0.627440600132104,0.32196770003065467,0.10629490000428632,0.024799299892038107,0.16532380017451942,0.0709745999192819,0.00011969998013228178,0.010059899999760091,9.180000051856041e-05,15,7,6,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
52,4.333333333333333,1,standard,True,True,converged,,ilu,0.5,18,50,130,0.0003991659215789423,8.389575318311087e-10,9.913221141570523e-06,4.1798639067942064e-09,2.224239392391216e-14,1.6175848999992013,1.6014701999956742,0.012216900067869574,1.4518322998192161,0.7596313998801634,0.2389359998051077,0.05684770015068352,0.37525250017642975,0.1374210001085885,0.0002166999620385468,0.014898699999321252,0.0001569000305607915,34,16,16,0,two_state_linear_predictor,,protected_anderson,8,7,anderson_step_guard|coupling_residual_increased|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard,no_cache_phase1,800,800,0,0,0
53,4.416666666666667,1,standard,True,True,converged,,ilu,0.5,31,53,121,0.00021029381545955656,1.918603996138666e-10,9.764494073061516e-06,4.214286183897494e-09,2.1958173649067034e-14,1.8098046000231989,1.7992031999747269,0.020169599913060665,1.5416745998663828,0.7603232996189035,0.2949588000192307,0.056997200241312385,0.40178910008398816,0.23735900019528344,0.00013200001558288932,0.009398199967108667,9.430001955479383e-05,42,11,11,0,two_state_linear_predictor,,protected_anderson,21,20,anderson_step_guard|coupling_residual_increased|anderson_step_guard|coupling_residual_increased|anderson_step_guard|coupling_residual_increased|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard|anderson_step_guard,no_cache_phase1,800,800,0,0,0
54,4.5,1,standard,True,True,converged,,ilu,0.5,9,22,56,0.00034798229096634573,4.247887047026692e-10,7.369178631224283e-06,4.2386508249288954e-09,2.3110700594962737e-14,0.7249207999557257,0.7148729999898933,0.005715299863368273,0.6364449000684544,0.3205815999535844,0.10651829990092665,0.02703960007056594,0.17182389996014535,0.07271280005807057,0.00018199998885393143,0.008842999988701195,8.849997539073229e-05,15,7,6,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
55,4.583333333333333,1,standard,True,True,converged,,ilu,0.5,10,34,92,0.0003499739444490819,6.002634625165206e-10,8.722562601365884e-06,4.262848078397796e-09,2.3568591874228866e-14,1.1390646999934688,1.1225954999681562,0.00716919987462461,1.0204333001747727,0.529749600100331,0.1519819999812171,0.041131399862933904,0.2826502002426423,0.09499299991875887,0.0001993000041693449,0.015280499996151775,0.00015959999291226268,21,13,11,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
56,4.666666666666667,1,standard,True,True,converged,,ilu,0.5,13,27,68,0.0004131849669251999,6.368542178731595e-10,9.77605724195155e-06,4.297405886859476e-09,2.312850988961821e-14,0.9351070999982767,0.9232118999934755,0.007771700096782297,0.8110289999749511,0.41280590009409934,0.13555030024144799,0.03173599997535348,0.2179753999807872,0.10441119992174208,0.000971800007391721,0.009419200010597706,0.0002019999665208161,19,8,6,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
57,4.75,1,standard,True,True,converged,,ilu,0.5,12,24,60,0.00025577705890945934,7.051626668715947e-10,5.728582097587587e-06,4.350189432490733e-09,2.3609860435879233e-14,0.8546975000062957,0.8436797999893315,0.008868600125424564,0.7285264999372885,0.36344220011960715,0.1265646998072043,0.026804500026628375,0.199769799830392,0.10628469992661849,0.00013040000339969993,0.00992819998646155,0.000103199970908463,17,7,5,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
58,4.833333333333333,1,standard,True,True,converged,,ilu,0.5,10,23,59,0.00012043479003608812,1.403467370094374e-09,8.48463628395318e-06,4.425798463090571e-09,2.3284578645519908e-14,0.7850243999855593,0.7734684000024572,0.0079857999808155,0.6890038999845274,0.3455189998494461,0.11694180016638711,0.028798699844628572,0.18649589986307546,0.07647870003711432,0.0001330999657511711,0.01062620000448078,9.649997809901834e-05,16,7,6,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
59,4.916666666666667,1,standard,True,True,converged,,ilu,0.5,10,30,79,0.0005158189041473298,4.258006874815316e-09,9.062675061718504e-06,4.517087563579144e-09,2.295210241427925e-14,1.020887800026685,1.0055770999751985,0.008376299869269133,0.915354699944146,0.46558719989843667,0.1570928000146523,0.03619450016412884,0.24267679965123534,0.0818461001617834,0.00020000000949949026,0.014079099986702204,0.00015169999096542597,20,10,10,0,two_state_linear_predictor,,protected_anderson,4,3,anderson_step_guard|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
60,5.0,1,standard,True,True,converged,,ilu,0.5,7,21,57,0.000833019148414112,3.5750171700099997e-09,9.316307096473924e-06,4.602773215686892e-09,2.3447567546663602e-14,0.7227609999827109,0.711030300008133,0.005495599936693907,0.642929500027094,0.31666170014068484,0.10837369994260371,0.0282897999859415,0.1789929000660777,0.06260520004434511,0.00022579997312277555,0.01031360001070425,9.679998038336635e-05,14,7,7,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
61,5.083333333333333,1,standard,True,True,converged,,ilu,0.5,7,26,68,0.0008800642974833122,2.6741303242652157e-09,8.710036809772378e-06,4.670693298398177e-09,2.370048034351607e-14,0.89649690000806,0.8859462000546046,0.00578600016888231,0.8186740999808535,0.42569590016501024,0.12835649983026087,0.03232889994978905,0.2207161002443172,0.06148609990486875,0.0001545000122860074,0.009597700031008571,8.979998528957367e-05,16,10,9,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
62,5.166666666666667,1,standard,True,True,converged,,ilu,0.5,11,20,55,0.0006393795946661997,1.1376718505583682e-09,8.529925224826284e-06,4.723736244156002e-09,2.284121103956897e-14,0.7496003999840468,0.7327262000180781,0.008449600078165531,0.632515599951148,0.31236929987790063,0.11963209992973134,0.025925600086338818,0.16367309988709167,0.09176099998876452,0.00028579996433109045,0.015472600003704429,0.00013239996042102575,15,5,4,0,two_state_linear_predictor,,protected_anderson,4,3,anderson_step_guard|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
63,5.25,1,standard,True,True,converged,,ilu,0.5,10,15,40,0.0003230980445141496,9.122979916847006e-10,7.653248136015764e-06,4.767983119585442e-09,2.2865550436356637e-14,0.5711239000083879,0.5603032999788411,0.006566800002474338,0.47817039996152744,0.23633109993534163,0.0871647999738343,0.01870250003412366,0.1277422999846749,0.07556610001483932,0.0001330000231973827,0.00965259998338297,0.00010160001693293452,12,3,2,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
64,5.333333333333333,1,standard,True,True,converged,,ilu,0.5,9,18,47,0.00037910186153207215,1.7671840833177632e-09,9.143662512253932e-06,4.808317043430049e-09,2.3663658400633715e-14,0.5987439000164159,0.588066499971319,0.0066229000221937895,0.5162603998905979,0.2621025001280941,0.08715469995513558,0.020518899895250797,0.1374582999269478,0.06518320005852729,0.00012669997522607446,0.009763500012923032,9.039998985826969e-05,13,5,4,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
65,5.416666666666667,1,standard,True,True,converged,,ilu,0.5,13,27,70,0.0003865752218895299,9.600520770368696e-10,8.884722812412768e-06,4.8494175110951704e-09,2.3859011647114686e-14,0.9251117999665439,0.9151890999637544,0.008866000280249864,0.7955412998562679,0.4022316999034956,0.1360335999634117,0.030743299867026508,0.21401789999799803,0.11078179982723668,0.00014329998521134257,0.008887399977538735,8.719996549189091e-05,19,8,6,0,two_state_linear_predictor,,protected_anderson,5,4,coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
66,5.5,1,standard,True,True,converged,,ilu,0.5,9,19,49,0.00024149347975826988,6.116817284070935e-10,7.969469183315913e-06,4.895112163938635e-09,2.2520490311025573e-14,0.6683001999626867,0.6581665999838151,0.006294199905823916,0.5797080000047572,0.2970830998965539,0.10436090006260201,0.02279319998342544,0.1456886999658309,0.07216440007323399,0.00012640003114938736,0.00925999996252358,8.919998072087765e-05,14,5,5,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
67,5.583333333333333,1,standard,True,True,converged,,ilu,0.5,9,20,52,0.0002305638030986474,1.5284338903535294e-09,7.79807362365337e-06,4.946158004359938e-09,2.2279264305376346e-14,0.6801455999957398,0.6695683000143617,0.007033699890598655,0.5858316001249477,0.29870910005411133,0.10647660010727122,0.02231640013633296,0.14899420022265986,0.07670299999881536,0.0001267999759875238,0.009639099997002631,9.290000889450312e-05,14,6,5,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
68,5.666666666666667,1,standard,True,True,converged,,ilu,0.5,8,18,49,0.0001714576639353808,1.879926766049533e-09,6.1547886270416286e-06,4.999375743596944e-09,2.3679281183715828e-14,0.617156199994497,0.6021938000340015,0.005813100025989115,0.5339401000528596,0.27056670014280826,0.09512230026302859,0.020695399784017354,0.13919120014179498,0.06244059995515272,0.0001246000174432993,0.013954300025943667,0.00015119998715817928,13,5,5,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
69,5.75,1,standard,True,True,converged,,ilu,0.5,12,16,42,0.0002663390704119785,2.034183354800375e-09,6.508069302120985e-06,5.051374967233131e-09,2.337582618286957e-14,0.6175264000194147,0.6062679999740794,0.007183899928350002,0.5112448999425396,0.25185599987162277,0.10083920031320304,0.01954769983422011,0.1300299999420531,0.0878392001031898,0.00013390003005042672,0.010081399988848716,9.42000187933445e-05,13,3,1,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
70,5.833333333333333,1,standard,True,True,converged,,ilu,0.5,13,17,45,0.0003969712313688314,1.478567946399451e-09,7.4052738850014155e-06,5.0995761145524056e-09,2.22184061321853e-14,0.5902621999848634,0.5811289999983273,0.008623400004580617,0.47486590000335127,0.22805669996887445,0.09683900000527501,0.018738599901553243,0.12177999998675659,0.09763969999039546,0.00012590002734214067,0.008231999992858618,8.210004307329655e-05,14,3,1,0,two_state_linear_predictor,,protected_anderson,5,4,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
71,5.916666666666667,1,standard,True,True,converged,,ilu,0.5,13,14,36,0.00045388859140194776,1.8432136210957846e-09,9.686429188030559e-06,5.141987734835726e-09,2.279389764410849e-14,0.5470945999841206,0.537126499984879,0.009622000099625438,0.4257354998262599,0.20986660005291924,0.09156559995608404,0.015877700003329664,0.10035210009664297,0.1017690000589937,0.00015129998791962862,0.009066900005564094,9.049999061971903e-05,13,1,0,0,two_state_linear_predictor,,protected_anderson,3,2,anderson_step_guard|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
72,6.0,1,standard,True,True,converged,,ilu,0.5,15,16,40,0.00031506693504760247,1.2861257291949824e-09,8.645894767833591e-06,5.176790326699741e-09,2.2781875606739174e-14,0.6168913000146858,0.6058722999878228,0.01060100004542619,0.4804998000035994,0.23428889986826107,0.10266760009108111,0.016971100063528866,0.11755510017974302,0.1147714999387972,0.00012039998546242714,0.010148200031835586,9.079999290406704e-05,15,1,0,0,two_state_linear_predictor,,protected_anderson,4,3,coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
73,6.083333333333333,1,standard,True,True,converged,,ilu,0.5,13,14,35,0.00021161819076842984,9.006943261390737e-10,7.116656098977538e-06,5.2039348105860694e-09,2.2889289818334686e-14,0.5443251000251621,0.5336228999658488,0.010414299846161157,0.42269400000805035,0.20540490007260814,0.08535390009637922,0.015763499890454113,0.10762059991247952,0.10051460011163726,0.00012119999155402184,0.009781199973076582,8.720002369955182e-05,13,1,0,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
74,6.166666666666667,1,standard,True,True,converged,,ilu,0.5,13,14,36,0.00011531429796863496,1.0203391080087781e-09,4.580701587234283e-06,5.224587439590074e-09,2.4043382420574137e-14,0.5079548999783583,0.49887589999707416,0.009225500107277185,0.4008232999476604,0.18824119999771938,0.08382930012885481,0.015914400049950927,0.10436089994618669,0.08882709994213656,0.0001241000136360526,0.0082288000266999,8.339999476447701e-05,13,1,0,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
75,6.25,1,standard,True,True,converged,,ilu,0.5,11,14,36,0.00021120870693551813,1.8710663087643904e-09,5.699523034151929e-06,5.241944129270392e-09,2.3792724628629224e-14,0.539066199969966,0.5287817000062205,0.009422499919310212,0.4423911000485532,0.2066890998976305,0.09495650010649115,0.019214099971577525,0.11278330010827631,0.07696810003835708,0.00012499996228143573,0.009051700006239116,8.670001989230514e-05,12,2,1,0,two_state_linear_predictor,,protected_anderson,2,1,anderson_step_guard,no_cache_phase1,800,800,0,0,0
76,6.333333333333333,1,standard,True,True,converged,,ilu,0.5,11,19,53,0.0003406963656592793,3.474475578983942e-09,9.347765397556059e-06,5.25943526398169e-09,2.2852827002645256e-14,0.6756668000016361,0.6662023999961093,0.010314299957826734,0.5744742000242695,0.2784658000455238,0.11437089997343719,0.02513850008836016,0.14677730010589585,0.08141390001401305,0.0001343999756500125,0.008591399993747473,8.790002902969718e-05,15,4,4,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
77,6.416666666666667,1,standard,True,True,converged,,ilu,0.5,10,22,59,0.0002978959022418023,1.2387603660779105e-09,9.458804924851505e-06,5.279730683413457e-09,2.2022346740436695e-14,0.7493193999980576,0.7367497000377625,0.007485700189135969,0.6510668998816982,0.33905309991678223,0.10898370004724711,0.02369850012473762,0.16893070004880428,0.07819709996692836,0.00014289998216554523,0.01114009995944798,0.00014050002209842205,16,6,6,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
78,6.5,1,standard,True,True,converged,,ilu,0.5,11,18,49,0.0002723543384776306,2.0692241070132356e-09,9.650858990256191e-06,5.304081783503794e-09,2.374125623732991e-14,0.6285358000313863,0.6180121000506915,0.009502400062046945,0.5230393000529148,0.25150679994840175,0.09877560014137998,0.021730000036768615,0.14127249998273328,0.0854703999357298,0.0001319999573752284,0.009214400022756308,0.000159099989105016,14,4,3,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
79,6.583333333333333,1,standard,True,True,converged,,ilu,0.5,12,22,60,0.00017257371376499438,1.6827324183850968e-09,8.978484247978794e-06,5.334014675447184e-09,2.3004044121600265e-14,0.7331150000100024,0.7231432999833487,0.009485999937169254,0.6187333000125363,0.31605469988426194,0.11349379987223074,0.025243600131943822,0.15297939989250153,0.0949240000336431,0.0001270999782718718,0.009060699958354235,9.019998833537102e-05,17,5,5,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
80,6.666666666666667,1,standard,True,True,converged,,ilu,0.5,18,31,82,0.0001958111556209499,3.274944636745914e-09,9.775476109841072e-06,5.380994690975271e-09,2.275981547177359e-14,1.0505112999817356,1.039446200011298,0.012159799865912646,0.8842559001059271,0.4492848999216221,0.15649799996754155,0.03287220012862235,0.23108379991026595,0.14303050003945827,0.00015979999443516135,0.009856599965132773,0.00013299996498972178,23,8,5,0,two_state_linear_predictor,,protected_anderson,7,6,coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|anderson_step_guard|coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
81,6.75,1,standard,True,True,converged,,ilu,0.5,14,39,108,0.0002596277073861301,1.6271197839608056e-09,8.531826021101759e-06,5.45140177949531e-09,2.24631273987944e-14,1.2587365999934264,1.2468827999546193,0.0099920000648126,1.1283274999586865,0.5665683001861908,0.19847729994216934,0.04802620015107095,0.29795450007077307,0.10856329993112013,0.00014140002895146608,0.010127299989107996,0.00010489998385310173,26,13,12,0,two_state_linear_predictor,,protected_anderson,6,5,coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
82,6.833333333333333,1,standard,True,True,converged,,ilu,0.5,7,23,67,0.0006151795578216252,4.717672816611004e-09,9.877104681141407e-06,5.525171790263871e-09,2.2477397456594835e-14,0.7300244000507519,0.7165612999815494,0.005714199913199991,0.6481410000706092,0.3272586000384763,0.11102449998725206,0.028116800007410347,0.17222040001070127,0.06270609999774024,0.00021229998674243689,0.012169699999503791,0.00013890000991523266,15,8,8,0,two_state_linear_predictor,,protected_anderson,2,1,coupling_residual_increased,no_cache_phase1,800,800,0,0,0
83,6.916666666666667,1,standard,True,True,converged,,ilu,0.5,11,21,58,0.0003097228024121529,5.1791080616164416e-09,8.947957982967163e-06,5.584332855556638e-09,2.277890001304485e-14,0.7323823999613523,0.7217968999757431,0.009826600085943937,0.6329851999180391,0.3163375999429263,0.11385779996635392,0.0267728001344949,0.1652790000080131,0.07898509997176006,0.00012670003343373537,0.009702500014100224,9.889999637380242e-05,16,5,5,0,two_state_linear_predictor,,protected_anderson,3,2,coupling_residual_increased|anderson_step_guard,no_cache_phase1,800,800,0,0,0
84,7.0,1,standard,True,True,converged,,ilu,0.5,16,27,69,0.0003411627552929441,3.1240751082989115e-09,9.151299092300102e-06,5.631569478099891e-09,2.2427469074055302e-14,0.9672698000213131,0.9561364999972284,0.009732699894811958,0.8172759001608938,0.40444720000959933,0.14582320005865768,0.032486400043126196,0.22047629993176088,0.12912789994152263,0.00014349998673424125,0.009917399962432683,9.250000584870577e-05,21,6,5,0,two_state_linear_predictor,,protected_anderson,7,6,anderson_step_guard|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased|coupling_residual_increased,no_cache_phase1,800,800,0,0,0
