step,time_seconds,time_hours,chi,ice_inertia_weight,ice_coriolis_weight,mean_thickness_m,center_thickness_m,minimum_thickness_m,maximum_thickness_m,ice_volume_m3,ice_volume_relative_error,maximum_ice_speed_mps,maximum_ocean_speed_mps,mean_sea_surface_m,ice_residual,gmres_residual,coupling_residual,water_residual,water_residual_xi,water_residual_u,water_residual_v,helmholtz_residual,drag_closure_error,drag_face_l1_closure_error,drag_object_reused,maximum_inactive_drag,thickness_cfl_macro,thickness_substeps
33,9900.0,2.75,0.0,0.0,0.0,0.5,0.5193617500686576,0.07839545345079124,0.8117026826373732,100000000.0,0.0,0.06491438056830325,0.002873225460978908,3.53710116751671e-17,5.8022163102820734e-05,1.0222905260861741e-09,8.235040459858645e-06,2.776964071919623e-09,1.793340894556569e-11,9.225710022192331e-11,2.776964071919623e-09,2.4028068195679747e-14,0.0,0.0,True,0.0,0.0557256360052758,1
34,10200.0,2.8333333333333335,0.0,0.0,0.0,0.5,0.5199178815007138,0.07406219622797067,0.8130664705803123,100000000.0,0.0,0.06492519328917389,0.003031453600836553,3.629041511743481e-17,0.0001689369845070596,1.8786987565504335e-09,9.443028420538674e-06,2.8491198291217295e-09,1.680439587548849e-11,9.588871004573448e-11,2.8491198291217295e-09,2.471735210702309e-14,0.0,0.0,True,0.0,0.055737139689021165,1
35,10500.0,2.9166666666666665,0.0,0.0,0.0,0.5,0.5204731693184816,0.06996845623042025,0.8142866634654906,100000000.0,0.0,0.0648573020901121,0.003187211914760983,3.7470027081099036e-17,0.0001245629028932109,4.132971555059579e-10,5.9118426802168435e-06,2.9171561880679874e-09,1.7296367367881008e-11,1.0048325509558114e-10,2.9171561880679874e-09,2.5577640346202342e-14,0.0,0.0,True,0.0,0.05574817045322708,1
36,10800.0,3.0,0.0,0.0,0.0,0.5,0.5210275972315137,0.06610099435365455,0.8154583136251689,100000000.0,0.0,0.06470645720090516,0.0033416518545381162,3.858025010572419e-17,0.0001325820788882606,1.0821586210158915e-09,5.809967172288409e-06,2.993858445887356e-09,1.8820043136783224e-11,1.0428913822148255e-10,2.993858445887356e-09,2.338767301669895e-14,0.0,0.0,True,0.0,0.055759112930249495,1
37,11100.0,3.0833333333333335,0.0,0.0,0.0,0.5,0.5215811466059626,0.06244730335649741,0.8165699002603379,100000000.0,0.0,0.06472398864159287,0.003494259103295858,3.956904248703097e-17,0.00011077390495344072,1.2108589415412095e-09,6.353515836687469e-06,3.0994778008915574e-09,2.4074930235289344e-11,1.0687714789043245e-10,3.0994778008915574e-09,2.3294851402127395e-14,0.0,0.0,True,0.0,0.055770628933861865,1
38,11400.0,3.1666666666666665,0.0,0.0,0.0,0.5,0.5221338095941043,0.058995567345945056,0.817664907641227,100000000.0,0.0,0.06482240093410631,0.003647282423282046,4.057518210309752e-17,0.0001696713561503299,2.1888135870901466e-09,8.080023151244011e-06,3.2282089270522264e-09,2.752247799971701e-11,1.09242253178955e-10,3.2282089270522264e-09,2.3937440998388048e-14,0.0,0.0,True,0.0,0.05578268763162833,1
39,11700.0,3.25,0.0,0.0,0.0,0.5,0.5226855872390863,0.055734623550099595,0.8187799691966371,100000000.0,0.0,0.06493554833324598,0.003802305827568389,4.137315490204685e-17,8.57754479709791e-05,1.2595264583792633e-09,7.778361641672767e-06,3.3497229530647956e-09,3.1041911589583155e-11,1.1197437681952839e-10,3.3497229530647956e-09,2.44509448644561e-14,0.0,0.0,True,0.0,0.055794866907349416,1
40,12000.0,3.3333333333333335,0.0,0.0,0.0,0.49999999999999994,0.5232364807390296,0.0526539262183402,0.8199437673089486,99999999.99999999,1.4901161193847657e-16,0.06505424093158298,0.003960528191706971,4.225786387479502e-17,0.00018371889251897678,1.4691837616616775e-09,7.496339532187557e-06,3.4458341043438798e-09,2.8262128371262597e-11,1.1559487328718169e-10,3.4458341043438798e-09,2.254477007108425e-14,0.0,0.0,True,0.0,0.05580666797026204,1
41,12300.0,3.4166666666666665,0.0,0.0,0.0,0.5,0.5237864886642293,0.04974351249202849,0.821167755473622,100000000.0,0.0,0.06517603952128867,0.004123079289986451,4.310787837802366e-17,0.00016414635670152324,1.157695423281794e-09,8.495194071195094e-06,3.522648107436711e-09,2.956086185166543e-11,1.200984634201718e-10,3.522648107436711e-09,2.288573776779857e-14,0.0,0.0,True,0.0,0.05581748082035537,1
42,12600.0,3.5,0.0,0.0,0.0,0.5,0.524335608690343,0.046993970149025364,0.8224442221123197,100000000.0,0.0,0.06529879740017844,0.0042923621011379766,4.397524011601206e-17,7.558719814300918e-05,1.3870031145250759e-09,3.4005817682392987e-06,3.592943996586524e-09,2.9004109799370623e-11,1.2474996963611627e-10,3.592943996586524e-09,2.489536495583441e-14,0.0,0.0,True,0.0,0.05583060159370502,1
43,12900.0,3.5833333333333335,0.0,0.0,0.0,0.5,0.5248838385431914,0.04439640715044204,0.823746246825645,100000000.0,0.0,0.06541695828431904,0.004465189314049387,4.49293380277993e-17,3.8116633923367554e-05,1.595818990125105e-09,9.638238274778553e-06,3.6621530575271913e-09,2.66349063195897e-11,1.2885637704961104e-10,3.6621530575271913e-09,2.463385388230932e-14,0.0,0.0,True,0.0,0.05584556714318197,1
44,13200.0,3.6666666666666665,0.0,0.0,0.0,0.5,0.5254311758568908,0.04194242290836616,0.825036591201432,100000000.0,0.0,0.06551519278145851,0.004640045998550308,4.593547764386585e-17,3.927310015584108e-05,9.72158794041869e-10,9.430490646415882e-06,3.729176338892753e-09,2.557049401088288e-11,1.3234426505910896e-10,3.729176338892753e-09,2.4314361802356428e-14,0.0,0.0,True,0.0,0.05609259843408572,1
45,13500.0,3.75,0.0,0.0,0.0,0.5,0.5259776152840759,0.039624081157257726,0.8262811733271097,100000000.0,0.0,0.06556689296046198,0.004816774587803915,4.69416172599324e-17,0.00010273970683253378,1.9315249046148777e-09,6.876129891167268e-06,3.790890701006413e-09,2.474388659232315e-11,1.3555335934434169e-10,3.790890701006413e-09,2.4138842821329434e-14,0.0,0.0,True,0.0,0.05593938919866107,1
46,13800.0,3.8333333333333335,0.0,0.0,0.0,0.5,0.526523153756534,0.0374338843136631,0.8274500258405642,100000000.0,0.0,0.06553467116355671,0.004996631783780138,4.78089789979208e-17,0.00016584567459410862,7.628033867716099e-10,7.811968506581215e-06,3.846851248153154e-09,2.2582005334153776e-11,1.3884163061765463e-10,3.846851248153154e-09,2.4045716601604023e-14,0.0,0.0,True,0.0,0.05613180527492369,1
47,14100.0,3.9166666666666665,0.0,0.0,0.0,0.5,0.5270677897644539,0.03536474923548758,0.8285359617410615,100000000.0,0.0,0.06536872434291022,0.005175761577327803,4.8693687970668976e-17,0.0003042686572970666,7.035892367127652e-10,9.5391378627221e-06,3.900706405277229e-09,2.3831843698357544e-11,1.4240287349636127e-10,3.900706405277229e-09,2.4317384144176288e-14,0.0,0.0,True,0.0,0.05589622173452097,1
48,14400.0,4.0,0.0,0.0,0.0,0.5,0.5276115221175761,0.03340998430740403,0.8295332394172016,100000000.0,0.0,0.0652620008438086,0.0053527150163965986,4.978656376053436e-17,0.0002033103517110257,1.1852638136562946e-09,8.066974357039547e-06,3.954894418951232e-09,2.3021303693821744e-11,1.4592116517755304e-10,3.954894418951232e-09,2.341287502522683e-14,0.0,0.0,True,0.0,0.05591981978085711,1
49,14700.0,4.083333333333333,0.0,0.0,0.0,0.5,0.5281543491122148,0.031563267794897,0.8304488513996868,100000000.0,0.0,0.06528672658518839,0.005526535861026847,5.067994635066242e-17,0.0001371259453008897,7.161034004011752e-10,8.8557682038339e-06,4.01336284000304e-09,2.3352617714168917e-11,1.4912877157381506e-10,4.01336284000304e-09,2.4422851977167354e-14,0.0,0.0,True,0.0,0.05591471328331081,1
50,15000.0,4.166666666666667,0.0,0.0,0.0,0.5,0.5286962694706421,0.02981862739786152,0.8312988390723656,100000000.0,0.0,0.06534990200583068,0.005696750610807883,5.171210681886862e-17,0.0002075073974385447,2.299607169836242e-09,8.881244992269356e-06,4.0741861604315064e-09,2.2067177178699734e-11,1.5174378564349527e-10,4.0741861604315064e-09,2.310617228312527e-14,0.0,0.0,True,0.0,0.0559228256557226,1
51,15300.0,4.25,0.0,0.0,0.0,0.5,0.5292372814686166,0.02817042093700168,0.8321610884496636,100000000.0,0.0,0.06541236453721203,0.0058632732409967196,5.271824643493517e-17,0.0002985829705998277,6.018093992699625e-10,6.295431532633397e-06,4.1316784366265544e-09,2.182757688570683e-11,1.53810166353841e-10,4.1316784366265544e-09,2.4046391705771318e-14,0.0,0.0,True,0.0,0.055930251432687095,1
52,15600.0,4.333333333333333,0.0,0.0,0.0,0.5,0.5297773808320038,0.026613318104114884,0.8329771056195056,100000000.0,0.0,0.06547305352399023,0.006026256580317466,5.362030264244311e-17,0.0003991659215789423,8.389575318311087e-10,9.913221141570523e-06,4.1798639067942064e-09,1.956712568795963e-11,1.5556355609208877e-10,4.1798639067942064e-09,2.224239392391216e-14,0.0,0.0,True,0.0,0.056303370154535515,1
53,15900.0,4.416666666666667,0.0,0.0,0.0,0.5,0.5303165615176393,0.02514228321671643,0.8337660243442488,100000000.0,0.0,0.06553181257594548,0.006186030947463396,5.453103246733093e-17,0.00021029381545955656,1.918603996138666e-10,9.764494073061516e-06,4.214286183897494e-09,1.7412219377069645e-11,1.5699288173632578e-10,4.214286183897494e-09,2.1958173649067034e-14,0.0,0.0,True,0.0,0.056632236274782144,1
54,16200.0,4.5,0.0,0.0,0.0,0.5,0.5308548189043146,0.02375255892660214,0.8345437017696361,100000000.0,0.0,0.06558774593536332,0.006343168760299704,5.525094270986131e-17,0.00034798229096634573,4.247887047026692e-10,7.369178631224283e-06,4.2386508249288954e-09,1.771770155722151e-11,1.5806078609680572e-10,4.2386508249288954e-09,2.3110700594962737e-14,0.0,0.0,True,0.0,0.05692478680204638,1
55,16500.0,4.583333333333333,0.0,0.0,0.0,0.5,0.5313921463981085,0.022439650832791563,0.8353222701935188,100000000.0,0.0,0.0656425498169754,0.006498331542061489,5.618769338688878e-17,0.0003499739444490819,6.002634625165206e-10,8.722562601365884e-06,4.262848078397796e-09,1.5931372721632616e-11,1.591266845926961e-10,4.262848078397796e-09,2.3568591874228866e-14,0.0,0.0,True,0.0,0.057393766129066395,1
56,16800.0,4.666666666666667,0.0,0.0,0.0,0.5,0.5319285373797783,0.021199312948150827,0.8361065537868366,100000000.0,0.0,0.06570391477552145,0.006652268216051857,5.70463815074973e-17,0.0004131849669251999,6.368542178731595e-10,9.77605724195155e-06,4.297405886859476e-09,1.5620778016674317e-11,1.6070403349430134e-10,4.297405886859476e-09,2.312850988961821e-14,0.0,0.0,True,0.0,0.057610178752590016,1
57,17100.0,4.75,0.0,0.0,0.0,0.5,0.5324639839586547,0.020027533971221527,0.836896311685898,100000000.0,0.0,0.06577830230530157,0.006805821164106505,5.799180580190466e-17,0.00025577705890945934,7.051626668715947e-10,5.728582097587587e-06,4.350189432490733e-09,1.8079524913580345e-11,1.6331298319189507e-10,4.350189432490733e-09,2.3609860435879233e-14,0.0,0.0,True,0.0,0.057644590419262974,1
58,17400.0,4.833333333333333,0.0,0.0,0.0,0.5,0.5329984782147257,0.018920524319805395,0.8376867700080819,100000000.0,0.0,0.06587903432109245,0.006959833970715942,5.875508413133445e-17,0.00012043479003608812,1.403467370094374e-09,8.48463628395318e-06,4.425798463090571e-09,1.9645557911295244e-11,1.6747646183100407e-10,4.425798463090571e-09,2.3284578645519908e-14,0.0,0.0,True,0.0,0.05805391514769646,1
59,17700.0,4.916666666666667,0.0,0.0,0.0,0.5,0.5335320131219354,0.01787470388677979,0.8384702547468423,100000000.0,0.0,0.06601663981593836,0.00711485462629634,5.972652927788147e-17,0.0005158189041473298,4.258006874815316e-09,9.062675061718504e-06,4.517087563579144e-09,2.417174007840423e-11,1.7286625199132546e-10,4.517087563579144e-09,2.295210241427925e-14,0.0,0.0,True,0.0,0.058172702466201355,1
60,18000.0,5.0,0.0,0.0,0.0,0.5,0.5340645810080603,0.016886690475318756,0.8392406456520313,100000000.0,0.0,0.06618025898549763,0.0072708689772446435,6.063725910276929e-17,0.000833019148414112,3.5750171700099997e-09,9.316307096473924e-06,4.602773215686892e-09,2.4523996362826403e-11,1.7849123617529e-10,4.602773215686892e-09,2.3447567546663602e-14,0.0,0.0,True,0.0,0.05813683947320131,1
61,18300.0,5.083333333333333,0.0,0.0,0.0,0.5,0.5345961727498342,0.015953288862072083,0.8399936926617915,100000000.0,0.0,0.06635556243123886,0.007427546914529643,6.161737786669619e-17,0.0008800642974833122,2.6741303242652157e-09,8.710036809772378e-06,4.670693298398177e-09,2.726399708727026e-11,1.8408656438127677e-10,4.670693298398177e-09,2.370048034351607e-14,0.0,0.0,True,0.0,0.05864599680601401,1
62,18600.0,5.166666666666667,0.0,0.0,0.0,0.5,0.5351267773734686,0.015071480449923229,0.8407258559130985,100000000.0,0.0,0.0665182723246421,0.007584459206182912,6.25888230132432e-17,0.0006393795946661997,1.1376718505583682e-09,8.529925224826284e-06,4.723736244156002e-09,2.6459150376414414e-11,1.8957262650027664e-10,4.723736244156002e-09,2.284121103956897e-14,0.0,0.0,True,0.0,0.05870000398691953,1
