record_type,step,stage,coupling_iteration,picard_iteration,ice_residual,gmres_residual,gmres_iterations,inner_relaxation,preconditioner,matrix_assembly_seconds,preconditioner_build_seconds,gmres_seconds,ice_residual_evaluation_seconds,ilu_builds,ilu_reuses,ilu_rebuilds,cache_invalidation_reason,preconditioner_fallbacks,outer_aitken_factor_applied,outer_acceleration_method,acceleration_fallback_reason,acceleration_history_cleared,acceleration_history_depth,coupling_residual,water_fixed_point_residual,water_equation_residual,water_residual_xi,water_residual_u,water_residual_v,helmholtz_residual,ocean_coriolis_iterations,drag_object_reused,ice_solve_seconds,ocean_solve_seconds,coupling_iteration_seconds,coupling_overhead_seconds
ice_picard,2,standard,2,3,0.004452559219713616,2.884263248689717e-09,4,0.5,ilu,0.012755299976561219,0.006815700035076588,0.001184099994134158,0.010024999966844916,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,4,0.002883007590997033,9.500368604280335e-10,4,0.5,ilu,0.016091299999970943,0.00640650000423193,0.0017256999853998423,0.007099399983417243,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,5,0.00206898242168994,5.533148154622509e-10,4,0.5,ilu,0.013489799981471151,0.007784899964462966,0.0013472000136971474,0.008428200031630695,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,6,0.0015896934029235507,3.9227035994162926e-10,4,0.5,ilu,0.01582049997523427,0.007639400020707399,0.0016422999906353652,0.0065599000081419945,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,7,0.0012776012578191956,2.3896437187286605e-10,4,0.5,ilu,0.013397500035353005,0.006659799953922629,0.0015625000232830644,0.00671019998844713,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,8,0.0010576872403750216,1.6705952293919835e-10,4,0.5,ilu,0.013372499961405993,0.006926400004886091,0.0013223999994806945,0.006874799961224198,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,2,9,0.0008905101175457863,1.114984205739876e-10,4,0.5,ilu,0.013529799995012581,0.007402900024317205,0.0012749999877996743,0.0071560999494977295,1,0,1,matrix_drift_exceeded,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,3,1,0.0007605964001527231,1.704891784538839e-10,4,0.5,ilu,0.021017600025516003,0.00683610001578927,0.0015853999648243189,0.008092699979897588,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,4,1,0.0006557927688379861,6.549129042457446e-09,3,0.5,ilu,0.012897800013888627,0.006176999944727868,0.0013685000012628734,0.0073312000022269785,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,5,1,0.0005795201414425283,4.482192120882174e-09,3,0.5,ilu,0.015267200011294335,0.006167699990328401,0.0010771999950520694,0.007662199961487204,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,6,1,0.00038467607034626324,6.205843188071802e-10,3,0.5,ilu,0.013448000012431294,0.006480199983343482,0.0010987999849021435,0.006992199982050806,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,7,1,0.0003430676671068671,7.894357333648326e-10,3,0.5,ilu,0.015589100017677993,0.006586099974811077,0.0010107000125572085,0.007301200006622821,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,8,1,0.00021442354997468788,8.832629659233798e-10,3,0.5,ilu,0.02096479997271672,0.0061642000218853354,0.0010171000030823052,0.007982300012372434,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,9,1,0.00019115159380759072,5.399629351830561e-10,3,0.5,ilu,0.012878199981059879,0.006242299976292998,0.0010111000156030059,0.00650880002649501,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,10,1,0.00014087232875122847,2.623978483168452e-10,3,0.5,ilu,0.01396700000623241,0.006118399964179844,0.0011201000306755304,0.008227799960877746,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,11,1,0.00012590256241405912,2.546789579892897e-10,3,0.5,ilu,0.014201999991200864,0.0072684999904595315,0.0011769999982789159,0.007804900000337511,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,12,1,7.45248207901244e-05,1.8280397106306156e-10,3,0.5,ilu,0.01586970000062138,0.009561599988956004,0.0012224999954923987,0.006393000017851591,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
ice_picard,2,standard,13,1,6.710683479612005e-05,1.289799735773969e-10,3,0.5,ilu,0.012836099951528013,0.007223099994007498,0.0011293000425212085,0.006500999967101961,1,0,0,new_picard_round,0,,,,,,,,,,,,,,,,,,
coupling,2,standard,1,0,0.000896109393993661,6.574372036933977e-09,45,,,0.1716698000091128,0.09554379998007789,0.019213100022170693,0.08659900014754385,11,0,10,matrix_drift_exceeded,0,0.5,aitken_fallback,insufficient_history,False,0.0,2.995998570482,0.6817758485957767,9.148128978227485e-10,5.594156109728245e-14,1.0077582670057431e-10,9.148128978227485e-10,2.1206332570486728e-14,5.0,True,0.377670300018508,0.008410600014030933,0.3865902000106871,0.0005092999781481922
