QuestionNo,TaskCount,AvgTransferTime,AvgAssignTime,AvgPickupResponseTime,AvgTransportTime,AvgPausingTime,Makespan,AvgEmptyDistance,AvgTotalDistance,SimulationRuntime
2,190,142.946305,1.713674,35.904211,89.328421,2.436842,3715.2,22403.424029,84672.440345,11.899885
