step,time_seconds,time_hours,F_I_abs_median,F_I_abs_p95,F_I_abs_maximum,F_C_abs_median,F_C_abs_p95,F_C_abs_maximum,F_sigma_abs_median,F_sigma_abs_p95,F_sigma_abs_maximum,F_D_abs_median,F_D_abs_p95,F_D_abs_maximum,F_W_abs_median,F_W_abs_p95,F_W_abs_maximum,combined_missing_abs_median,combined_missing_abs_p95,combined_missing_abs_maximum,undirected_IC_abs_sum_median,undirected_IC_abs_sum_p95,undirected_IC_abs_sum_maximum,retained_abs_sum_median,retained_abs_sum_p95,retained_abs_sum_maximum,retained_net_abs_median,retained_net_abs_p95,retained_net_abs_maximum,r_IC_corrected_median,r_IC_corrected_p95,r_IC_corrected_maximum,r_Sigma_median,r_Sigma_p95,r_Sigma_maximum,r_net_corrected_median,r_net_corrected_p95,r_net_corrected_maximum,deprecated_FI_plus_FC_abs_median,deprecated_FI_plus_FC_abs_p95,deprecated_FI_plus_FC_abs_maximum,r_IC_deprecated_FI_plus_FC_median,r_IC_deprecated_FI_plus_FC_p95,r_IC_deprecated_FI_plus_FC_maximum,r_net_deprecated_FI_plus_FC_median,r_net_deprecated_FI_plus_FC_p95,r_net_deprecated_FI_plus_FC_maximum,active_center_count_median,active_center_count_p95,active_center_count_maximum
34,10200.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,9.866438426008912e-05,0.12485785772170857,0.12825632367007694,0.1264703219498126,0.12656962423400397,0.12762784800059493,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299519402938886,0.2579683032468123,0.2773123198489309,4.0412761189638095e-09,9.577370988514292e-05,0.003744036721708816,0.0,0.0,0.0,1.592796441378187e-08,0.00040636972310980685,0.016095027082830563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,4999.0,4999.0
35,10500.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.00010067523892748124,0.12459574061174364,0.1268806864494211,0.12646857436455008,0.1265345509917909,0.12758779119095634,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529947421921744,0.2581431007667318,0.2773423609699747,3.249328664035722e-10,0.00011606860922545844,0.0014402176894105605,0.0,0.0,0.0,1.2838619254233425e-09,0.0005284049806441278,0.005720953555411402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,4999.0,4999.0
36,10800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010318341687645267,0.12478988641923716,0.12992529939415615,0.12646604668722947,0.12651815887627774,0.1275359196678102,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529965397493714,0.2587858064771418,0.277346643892371,2.6731610243750256e-08,6.571717604766613e-05,0.003819128787305928,0.0,0.0,0.0,1.0515370636828667e-07,0.0002733586519289265,0.019295351858719036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,4999.0,4999.0
37,11100.0,3.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.00010629446955955942,0.12485594207483057,0.1301700052944135,0.126464385768836,0.1265122385498132,0.1275628108648297,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529955341620959,0.258367343357279,0.27732872562305183,1.752989797019409e-09,0.00011323565007235425,0.0041463159500055,0.0,0.0,0.0,6.906280238753524e-09,0.00046286078145063646,0.023475560222305267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,4999.0,4999.0
38,11400.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.00010740802020786529,0.1253650135808112,0.12753302744609482,0.12646067177304376,0.12650669428849493,0.1275382608400279,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299679706925876,0.25865040087573177,0.27802670860011697,2.1137637542469865e-10,0.0001695864949629621,0.0015546735208762194,0.0,0.0,0.0,8.355371823620689e-10,0.0007306255667120185,0.006180516739265508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,4999.0,4999.0
39,11700.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.00011133582020422012,0.1252690373320907,0.13067121459657122,0.1264578685294272,0.1265068472193487,0.12749860917260222,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299662154785896,0.2590685100832887,0.27729865996730174,2.773730616470602e-07,7.972052916277458e-05,0.004718728992184732,0.0,0.0,0.0,1.0963762412726064e-06,0.0003284825126641587,0.019965143731687323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4998.0,4998.0,4998.0
40,12000.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.00011447405724049971,0.1252483102903102,0.12851582010720597,0.12645597243055973,0.1265063083927499,0.12744320623721359,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.252997373219653,0.2593319446873125,0.2773145939874485,1.5957966124611e-08,0.00011175481882889221,0.0030565427421254164,0.0,0.0,0.0,6.291694946768464e-08,0.00045951496576220887,0.02082601396525444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4998.0,4998.0,4998.0
41,12300.0,3.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.00011679279447393768,0.1252236550298374,0.12692512448125262,0.1264566961745924,0.12650523652795678,0.12742978750168976,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529971782548692,0.25943531132403874,0.2790054834209028,1.6001516479255784e-10,0.0001331378902760891,0.0019725786273164397,0.0,0.0,0.0,6.322928812950078e-10,0.0005679832632048997,0.007789001769989526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4998.0,4998.0,4998.0
42,12600.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00011843309036926177,0.12575003296678508,0.12864835091677748,0.1264552116262353,0.12650462219015002,0.12741823344927378,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299898729214076,0.25970821318776294,0.27936375758919624,2.6514070966277432e-08,0.00022208210572571577,0.002304453312913276,0.0,0.0,0.0,1.0487630530914278e-07,0.0009425580015602053,0.012816803584233465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4997.0,4997.0,4997.0
43,12900.0,3.5833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.00012328790187243662,0.1256613987927483,0.12811598430077412,0.12645128351270454,0.1265042205909318,0.12733683620416,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529989154955412,0.25999054533310056,0.27750943385604265,2.4651833347300543e-07,8.262506719840563e-05,0.003493536571981122,0.0,0.0,0.0,9.744384642441656e-07,0.000339636741782834,0.013884362777851012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,4996.0,4996.0
44,13200.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.00012665213293867005,0.12556083083374045,0.12934304595243779,0.12644894695392905,0.1265035976125069,0.1272936982472946,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299839792342915,0.2602307867759109,0.28040480170012844,1.4482528405909726e-08,6.291938638884914e-05,0.003242127030185277,0.0,0.0,0.0,5.7207795999338646e-08,0.0002612340625107599,0.012713867834263383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,4996.0,4996.0
45,13500.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.00013019659958981553,0.12536861431229196,0.127016407640298,0.12644522082650012,0.1265024385486024,0.12726219993366228,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529984287884449,0.26042838217642955,0.2822517123349757,2.33648881361736e-08,0.00019606344772883416,0.0016465227235462692,0.0,0.0,0.0,9.219743673711111e-08,0.00083174076623422,0.006511716784783732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.0,4995.0,4995.0
46,13800.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.00013333828872216024,0.12588488316695354,0.12815988889899754,0.1264388102848153,0.12650182534550428,0.12720176704109837,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530001231147239,0.2602732053463052,0.2828198067475766,1.05945450099814e-08,0.0001936730802864274,0.0019079659566647769,0.0,0.0,0.0,4.180001445647576e-08,0.0008246071587673416,0.00748625519083974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.0,4995.0,4995.0
47,14100.0,3.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.00013641306288253885,0.1259490932026699,0.12841109528714015,0.1264359288008199,0.12650093765999798,0.1271171722689063,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529994738850303,0.26089378718385986,0.28174211504020985,2.3279829227942343e-07,0.0002025316817177249,0.0022796675294150678,0.0,0.0,0.0,9.201961830058699e-07,0.0008747500970408846,0.00893648519696989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4994.0,4994.0,4994.0
48,14400.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001374333735065376,0.12554011916505498,0.12775838490588506,0.1264306541382103,0.12650028590581291,0.1270680592254365,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529978052872264,0.2612854096563033,0.2805237341823279,2.3081634599068836e-10,0.0002433674224306221,0.001628448058862093,0.0,0.0,0.0,9.117896802495559e-10,0.0010474516798775703,0.0064004987840358615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4994.0,4994.0,4994.0
49,14700.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00014215703760078906,0.12557404599772884,0.12810080062790086,0.1264266959937146,0.12649932761762453,0.12701809567956726,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529988529027684,0.2613258491906577,0.2796490045479467,6.129652388606532e-08,0.0002241970380218899,0.0017740296484469753,0.0,0.0,0.0,2.42462813762864e-07,0.00095664260761417,0.008488738175640685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4992.0,4992.0,4992.0
50,15000.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00014773768022550418,0.12567117297863606,0.12719349166201485,0.12642302570654748,0.12649867379815172,0.1269427350098618,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529986381837555,0.2612432309575594,0.2839233576663729,1.2714560690354393e-07,0.00015724334322957448,0.0045173875990412345,0.0,0.0,0.0,5.024777132040341e-07,0.0006263502020242137,0.01658726162425427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4991.0,4991.0,4991.0
51,15300.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.00015213317587503108,0.12618327658845957,0.12786994072005425,0.12641792734062765,0.12649813519295355,0.12686617093573008,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530015764698501,0.2615980373050024,0.28462274434913537,3.448655183892568e-08,0.0002493273427804024,0.0024513548637020892,0.0,0.0,0.0,1.3626839984187336e-07,0.0010375592814907723,0.009598174293643829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,4990.0,4990.0
52,15600.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00015690211656816015,0.1258465502033258,0.12792151057430123,0.1264129420936085,0.12649754503434207,0.1268249321972669,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530006164479157,0.26190682888297584,0.28230229756128655,2.4793001934879037e-07,0.0001496078493496747,0.0023386752336614926,0.0,0.0,0.0,9.792563663678454e-07,0.0005920809532891806,0.009245648140131301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4989.0,4989.0,4989.0
53,15900.0,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00016310407768202275,0.125627797667903,0.12778997162988104,0.12640965619618028,0.12649684279246193,0.12673492546959272,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529985695463115,0.262270517623563,0.28457969731851174,5.711733287821184e-08,0.00024381279815273465,0.0013428326267820932,0.0,0.0,0.0,2.2563790796129338e-07,0.001040694378604229,0.006214074158796681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4986.0,4986.0,4986.0
54,16200.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00017712497988586493,0.1258164101217342,0.12881277907097088,0.12640746137363687,0.12649641122893612,0.12666049281976235,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530001205779423,0.2622669525665401,0.2855076683042122,2.0126299493947577e-07,0.000116823542577462,0.0037907864448667884,0.0,0.0,0.0,7.96703059854528e-07,0.0004812754003067653,0.014793435271871264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.0,4947.0,4947.0
55,16500.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0001798904104361842,0.1260192692757999,0.1286562289511344,0.12640007626015887,0.12649636330123284,0.12665903771632375,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530020268345055,0.2625782296862177,0.2852261197687906,3.520821207914927e-08,8.405450601817854e-05,0.0033937716766496828,0.0,0.0,0.0,1.385883675391956e-07,0.000348796638165546,0.013396716466880738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.0,4947.0,4947.0
56,16800.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00018622544727213194,0.12570500669197918,0.12831358735670972,0.12639095429587646,0.12649589969482009,0.12665960973532367,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2529977548567499,0.26324304222392536,0.28469270256584434,1.2186071676476867e-07,0.00025608317709031826,0.003775906082999308,0.0,0.0,0.0,4.81260484263177e-07,0.001060742784422931,0.01489731930758101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,4945.0,4945.0
57,17100.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.00018941011422003902,0.12595299742600657,0.12829649842420005,0.12638510168335265,0.1264960137089707,0.1266681057235349,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300118105778857,0.26306086570408116,0.28802712417323517,2.3316915771552682e-07,0.00013688172350873488,0.00288023494863098,0.0,0.0,0.0,9.216194443949164e-07,0.0005765459994131557,0.01134283985734281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4944.0,4944.0,4944.0
58,17400.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0001831787601561605,0.1258128094099562,0.12842088745819222,0.12638262072535644,0.12649584574704675,0.1266612520544835,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299996471612274,0.2636509186382206,0.2861014183452224,1.7203196570161549e-09,0.0001963534714484142,0.0040024890116940265,0.0,0.0,0.0,6.730346626084243e-09,0.0008181566997717396,0.01565234428670175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4944.0,4944.0,4944.0
59,17700.0,4.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00018309870859816376,0.1260484881085845,0.12862293764950508,0.12638109834424355,0.1264955649213214,0.12665482005396322,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530013190645718,0.263728100246241,0.2845083170726591,2.005120684082335e-07,0.0002403515436580905,0.0029034361530091484,0.0,0.0,0.0,7.925888533602517e-07,0.0009871440202476735,0.011437815822889214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,4943.0,4943.0
60,18000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018956586664067333,0.12581767659411133,0.1287514091891407,0.1263787567430041,0.12649549011219088,0.12666618419796438,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299841514443233,0.2641556811619474,0.28809355427309224,1.2490489633676864e-08,0.00028875898110805034,0.001860921401193505,0.0,0.0,0.0,4.8976590683335556e-08,0.0011747894903136838,0.007383999478946354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,4943.0,4943.0
61,18300.0,5.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00019487249159423853,0.12611152037937384,0.1293801434609907,0.1263777344364592,0.12649529789570094,0.1266610085968108,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530034163964947,0.2640734754949783,0.2894936541965497,1.1079713817534005e-07,0.00024913005479820446,0.0031525473051338573,0.0,0.0,0.0,4.3866616668938335e-07,0.0010427080754901936,0.01238720247069027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.0,4941.0,4941.0
62,18600.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0001995853337222338,0.125888940552953,0.1280331435203638,0.12637897971170559,0.1264952962344325,0.12665847700207075,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25299813517874076,0.2645776563824076,0.28976980814166536,1.4719925103601738e-07,0.00027636327425022725,0.0024323527731420396,0.0,0.0,0.0,5.80759349513313e-07,0.0011085211294696619,0.009613391795500357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4938.0,4938.0,4938.0
63,18900.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.00020639167933222927,0.12602194232184205,0.12889524896221596,0.12637528119825991,0.1264952063182362,0.12665905320288262,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300013210356287,0.2644095414609541,0.2899118675647697,3.5534986801515793e-07,0.0001997219623632221,0.0035192546155192197,0.0,0.0,0.0,1.4045104553352806e-06,0.0008024127125832181,0.01374426074285858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4936.0,4936.0,4936.0
64,19200.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00020965166306946017,0.1261084159838199,0.12891239676671698,0.126371217630781,0.1264950092951205,0.12665465801786757,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300154584511003,0.2647054999327492,0.29230385912841045,2.275839978663091e-07,0.0001910022403384914,0.0035177091063428546,0.0,0.0,0.0,8.995647517732546e-07,0.0007653439389612227,0.013811664978877805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4934.0,4934.0,4934.0
65,19500.0,5.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00021644899393295783,0.1260712355680934,0.12935307392629483,0.12637004851563802,0.1264948331866538,0.12665266275748022,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300166199803675,0.26481292786987565,0.2912524194601057,3.1509594539697635e-08,0.0002715249110284324,0.0019048544163236855,0.0,0.0,0.0,1.2439323424959353e-07,0.0010771974691872067,0.011838407119129772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4929.0,4929.0,4929.0
66,19800.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00022317959508238658,0.1259813653653377,0.1287457107043504,0.12636054067078284,0.12649487254134734,0.12664863149635955,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530020812977076,0.26513794470579855,0.28904304883896176,2.7804433617620935e-07,0.00016767144424844604,0.0028656885749934855,0.0,0.0,0.0,1.1162054651155743e-06,0.0007197358132814219,0.011213099532788694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.0,4894.0,4894.0
67,20100.0,5.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.000230071763244144,0.126008455792946,0.12824769060590516,0.12635739091523368,0.12649470686590797,0.12664598729362528,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300239600729546,0.2653929190548421,0.29118735210449426,6.273136214601567e-08,0.0001616052802842949,0.0013805436680139158,0.0,0.0,0.0,2.4861448695104417e-07,0.0006552571700802143,0.00547320127156208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4892.0,4892.0,4892.0
68,20400.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00023391119769220755,0.12611709492158696,0.12908893862406742,0.12635115561223723,0.12649447475300868,0.12664211144366003,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300413015787127,0.265362934237483,0.2906876946868662,2.6763921863520846e-08,0.00015005720554842365,0.003401034393505996,0.0,0.0,0.0,1.0871261880270777e-07,0.0006013081880632476,0.013377087596713341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4891.0,4891.0,4891.0
69,20700.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.00023216383881963392,0.1261136562513162,0.13002386313273992,0.1263494840790037,0.12649435623698282,0.1266353452238355,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530041539598728,0.26554813777834335,0.2926584138519882,4.6068540563858607e-07,0.00013730753509782332,0.0033951036265760007,0.0,0.0,0.0,1.850683548202053e-06,0.000543544624942586,0.013373712876672045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.0,4889.0,4889.0
70,21000.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00023514338749151906,0.1261498833727511,0.12890967836150236,0.12634528512731294,0.12649426851696585,0.12663848620738044,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530053625515437,0.26568425325581563,0.29267390617932987,6.048942808149511e-09,0.00010880532814288663,0.004173406581522092,0.0,0.0,0.0,2.3983632818929132e-08,0.0004479723867288351,0.016350167766722677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.0,4889.0,4889.0
71,21300.0,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00024175471519536604,0.12609093653925152,0.12867570335576062,0.12634259966071315,0.12649406661347112,0.12663426766193173,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530039655732085,0.26575120620652826,0.2925937209274168,3.04088031663482e-08,0.00027638076729102873,0.0024590928813722794,0.0,0.0,0.0,1.2034927003698293e-07,0.0011172390403890382,0.009575329198891612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.0,4887.0,4887.0
72,21600.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469075893668391,0.1262075556224744,0.1298052997312879,0.12634017522824653,0.12649392528144768,0.12662868500952218,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530074086987888,0.265792404410791,0.29472418500630837,2.5123359959110972e-08,0.00013004254625205439,0.0033754983311930723,0.0,0.0,0.0,9.967755553995676e-08,0.0005289251180427028,0.013266892530183864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4885.0,4885.0,4885.0
73,21900.0,6.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00024886607722302305,0.1261818007681854,0.13051604182685753,0.126335634247414,0.12649385346164504,0.1266282226620917,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530068458241421,0.2658621499236716,0.2962505972201948,4.26149510871957e-07,8.538031511049228e-05,0.00356766072484025,0.0,0.0,0.0,1.7218262803556884e-06,0.00034070406944378644,0.013882932764063874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4884.0,4884.0,4884.0
74,22200.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00025318819732511946,0.12622680652558954,0.12910866313287236,0.1263348251086069,0.1264937451252493,0.12661630270416446,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530066428689168,0.26610709713942243,0.29628337610047867,2.4564839013318372e-08,0.00010969591267023415,0.0025160928928254825,0.0,0.0,0.0,9.706366439652873e-08,0.0004405598900303968,0.009920556072361045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.0,4880.0,4880.0
75,22500.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.00027354223553020037,0.12626868893059578,0.12916561324720746,0.12631962681175157,0.12649368026826757,0.12661261185625844,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.2530090600504017,0.26606389895721144,0.2959870137708801,3.1796678590726614e-08,7.688319253008523e-05,0.002128073891344684,0.0,0.0,0.0,1.2561637897389109e-07,0.00030346210742203123,0.008300746283532782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840.0,4840.0,4840.0
76,22800.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0002802841746879335,0.12627774684217777,0.13066170190617996,0.12631470074604867,0.12649359699480808,0.12661159275476178,0.12649110640673517,0.12649110640673517,0.12649110640673517,0.0,0.0,0.0,0.0,0.0,0.0,0.25300894072702645,0.26610907633544245,0.2963922085546878,4.853341519977844e-07,7.031964704080027e-05,0.003261611362480517,0.0,0.0,0.0,1.9374425851144825e-06,0.000286050032184906,0.01280741500713662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839.0,4839.0,4839.0
