QuestionNo,TaskCount,AvgTransferTime,AvgAssignTime,AvgPickupResponseTime,AvgTransportTime,AvgPausingTime,Makespan,AvgEmptyDistance,AvgTotalDistance,SimulationRuntime
3,600,854.55142,260.212087,489.112,89.227333,4.005,4061.8,13762.245591,74380.779424,10.796211
